id,date,name_GP,surname,name,grid,target,AirTemp,Humidity,Rainfall
24486,2019,Singapore Grand Prix,Vettel,Ferrari,3,1,29.97,66.46,0.0
24487,2019,Singapore Grand Prix,Leclerc,Ferrari,1,2,29.97,66.46,0.0
24488,2019,Singapore Grand Prix,Verstappen,Red Bull,4,3,29.97,66.46,0.0
24489,2019,Singapore Grand Prix,Hamilton,Mercedes,2,4,29.97,66.46,0.0
24490,2019,Singapore Grand Prix,Bottas,Mercedes,5,5,29.97,66.46,0.0
24491,2019,Singapore Grand Prix,Albon,Red Bull,6,6,29.97,66.46,0.0
24492,2019,Singapore Grand Prix,Norris,McLaren,9,7,29.97,66.46,0.0
24493,2019,Singapore Grand Prix,Gasly,Toro Rosso,11,8,29.97,66.46,0.0
24494,2019,Singapore Grand Prix,Hülkenberg,Renault,8,9,29.97,66.46,0.0
24495,2019,Singapore Grand Prix,Giovinazzi,Alfa Romeo,10,10,29.97,66.46,0.0
24496,2019,Singapore Grand Prix,Grosjean,Haas F1 Team,17,11,29.97,66.46,0.0
24497,2019,Singapore Grand Prix,Sainz,McLaren,7,12,29.97,66.46,0.0
24498,2019,Singapore Grand Prix,Stroll,Racing Point,16,13,29.97,66.46,0.0
24499,2019,Singapore Grand Prix,Ricciardo,Renault,20,14,29.97,66.46,0.0
24500,2019,Singapore Grand Prix,Kvyat,Toro Rosso,14,15,29.97,66.46,0.0
24501,2019,Singapore Grand Prix,Kubica,Williams,19,16,29.97,66.46,0.0
24502,2019,Singapore Grand Prix,Magnussen,Haas F1 Team,13,17,29.97,66.46,0.0
24506,2019,Russian Grand Prix,Hamilton,Mercedes,2,1,22.03,67.42,0.01
24507,2019,Russian Grand Prix,Bottas,Mercedes,4,2,22.03,67.42,0.01
24508,2019,Russian Grand Prix,Leclerc,Ferrari,1,3,22.03,67.42,0.01
24509,2019,Russian Grand Prix,Verstappen,Red Bull,9,4,22.03,67.42,0.01
24510,2019,Russian Grand Prix,Albon,Red Bull,0,5,22.03,67.42,0.01
24511,2019,Russian Grand Prix,Sainz,McLaren,5,6,22.03,67.42,0.01
24512,2019,Russian Grand Prix,Pérez,Racing Point,11,7,22.03,67.42,0.01
24513,2019,Russian Grand Prix,Norris,McLaren,7,8,22.03,67.42,0.01
24514,2019,Russian Grand Prix,Magnussen,Haas F1 Team,13,9,22.03,67.42,0.01
24515,2019,Russian Grand Prix,Hülkenberg,Renault,6,10,22.03,67.42,0.01
24516,2019,Russian Grand Prix,Stroll,Racing Point,14,11,22.03,67.42,0.01
24517,2019,Russian Grand Prix,Kvyat,Toro Rosso,19,12,22.03,67.42,0.01
24518,2019,Russian Grand Prix,Räikkönen,Alfa Romeo,15,13,22.03,67.42,0.01
24519,2019,Russian Grand Prix,Gasly,Toro Rosso,16,14,22.03,67.42,0.01
24520,2019,Russian Grand Prix,Giovinazzi,Alfa Romeo,12,15,22.03,67.42,0.01
24526,2019,Japanese Grand Prix,Bottas,Mercedes,3,1,21.62,57.48,0.0
24527,2019,Japanese Grand Prix,Vettel,Ferrari,1,2,21.62,57.48,0.0
24528,2019,Japanese Grand Prix,Hamilton,Mercedes,4,3,21.62,57.48,0.0
24529,2019,Japanese Grand Prix,Albon,Red Bull,6,4,21.62,57.48,0.0
24530,2019,Japanese Grand Prix,Sainz,McLaren,7,5,21.62,57.48,0.0
24546,2019,Mexican Grand Prix,Hamilton,Mercedes,3,1,23.2,46.29,0.0
24547,2019,Mexican Grand Prix,Vettel,Ferrari,2,2,23.2,46.29,0.0
24548,2019,Mexican Grand Prix,Bottas,Mercedes,6,3,23.2,46.29,0.0
24549,2019,Mexican Grand Prix,Leclerc,Ferrari,1,4,23.2,46.29,0.0
24550,2019,Mexican Grand Prix,Albon,Red Bull,5,5,23.2,46.29,0.0
24551,2019,Mexican Grand Prix,Verstappen,Red Bull,4,6,23.2,46.29,0.0
24552,2019,Mexican Grand Prix,Pérez,Racing Point,11,7,23.2,46.29,0.0
24553,2019,Mexican Grand Prix,Ricciardo,Renault,13,8,23.2,46.29,0.0
24566,2019,United States Grand Prix,Bottas,Mercedes,1,1,21.48,29.24,0.0
24567,2019,United States Grand Prix,Hamilton,Mercedes,5,2,21.48,29.24,0.0
24568,2019,United States Grand Prix,Verstappen,Red Bull,3,3,21.48,29.24,0.0
24569,2019,United States Grand Prix,Leclerc,Ferrari,4,4,21.48,29.24,0.0
24570,2019,United States Grand Prix,Albon,Red Bull,6,5,21.48,29.24,0.0
24571,2019,United States Grand Prix,Ricciardo,Renault,9,6,21.48,29.24,0.0
24572,2019,United States Grand Prix,Norris,McLaren,8,7,21.48,29.24,0.0
24586,2019,Brazilian Grand Prix,Verstappen,Red Bull,1,1,21.02,60.29,0.0
24587,2019,Brazilian Grand Prix,Gasly,Toro Rosso,6,2,21.02,60.29,0.0
24588,2019,Brazilian Grand Prix,Sainz,McLaren,20,3,21.02,60.29,0.0
24589,2019,Brazilian Grand Prix,Räikkönen,Alfa Romeo,8,4,21.02,60.29,0.0
24590,2019,Brazilian Grand Prix,Giovinazzi,Alfa Romeo,12,5,21.02,60.29,0.0
24591,2019,Brazilian Grand Prix,Ricciardo,Renault,11,6,21.02,60.29,0.0
24592,2019,Brazilian Grand Prix,Hamilton,Mercedes,3,7,21.02,60.29,0.0
24593,2019,Brazilian Grand Prix,Norris,McLaren,10,8,21.02,60.29,0.0
24594,2019,Brazilian Grand Prix,Pérez,Racing Point,15,9,21.02,60.29,0.0
24595,2019,Brazilian Grand Prix,Kvyat,Toro Rosso,16,10,21.02,60.29,0.0
24596,2019,Brazilian Grand Prix,Magnussen,Haas F1 Team,9,11,21.02,60.29,0.0
24597,2019,Brazilian Grand Prix,Russell,Williams,18,12,21.02,60.29,0.0
24598,2019,Brazilian Grand Prix,Grosjean,Haas F1 Team,7,13,21.02,60.29,0.0
24599,2019,Brazilian Grand Prix,Albon,Red Bull,5,14,21.02,60.29,0.0
24600,2019,Brazilian Grand Prix,Hülkenberg,Renault,13,15,21.02,60.29,0.0
24606,2019,Abu Dhabi Grand Prix,Hamilton,Mercedes,1,1,26.02,64.47,0.0
24607,2019,Abu Dhabi Grand Prix,Verstappen,Red Bull,2,2,26.02,64.47,0.0
24608,2019,Abu Dhabi Grand Prix,Leclerc,Ferrari,3,3,26.02,64.47,0.0
24609,2019,Abu Dhabi Grand Prix,Bottas,Mercedes,20,4,26.02,64.47,0.0
24610,2019,Abu Dhabi Grand Prix,Vettel,Ferrari,4,5,26.02,64.47,0.0
24611,2019,Abu Dhabi Grand Prix,Albon,Red Bull,5,6,26.02,64.47,0.0
24646,2020,Styrian Grand Prix,Hamilton,Mercedes,1,1,20.82,34.01,0.02
24647,2020,Styrian Grand Prix,Bottas,Mercedes,4,2,20.82,34.01,0.02
24648,2020,Styrian Grand Prix,Verstappen,Red Bull,2,3,20.82,34.01,0.02
24649,2020,Styrian Grand Prix,Albon,Red Bull,6,4,20.82,34.01,0.02
24650,2020,Styrian Grand Prix,Norris,McLaren,9,5,20.82,34.01,0.02
24651,2020,Styrian Grand Prix,Pérez,Racing Point,17,6,20.82,34.01,0.02
24652,2020,Styrian Grand Prix,Stroll,Racing Point,12,7,20.82,34.01,0.02
24653,2020,Styrian Grand Prix,Ricciardo,Renault,8,8,20.82,34.01,0.02
24666,2020,Hungarian Grand Prix,Hamilton,Mercedes,1,1,20.74,77.19,0.01
24667,2020,Hungarian Grand Prix,Verstappen,Red Bull,7,2,20.74,77.19,0.01
24668,2020,Hungarian Grand Prix,Bottas,Mercedes,2,3,20.74,77.19,0.01
24669,2020,Hungarian Grand Prix,Stroll,Racing Point,3,4,20.74,77.19,0.01
24670,2020,Hungarian Grand Prix,Albon,Red Bull,13,5,20.74,77.19,0.01
24706,2020,70th Anniversary Grand Prix,Verstappen,Red Bull,4,1,25.29,58.56,0.0
24707,2020,70th Anniversary Grand Prix,Hamilton,Mercedes,2,2,25.29,58.56,0.0
24708,2020,70th Anniversary Grand Prix,Bottas,Mercedes,1,3,25.29,58.56,0.0
24709,2020,70th Anniversary Grand Prix,Leclerc,Ferrari,8,4,25.29,58.56,0.0
24710,2020,70th Anniversary Grand Prix,Albon,Red Bull,9,5,25.29,58.56,0.0
24711,2020,70th Anniversary Grand Prix,Stroll,Racing Point,6,6,25.29,58.56,0.0
24712,2020,70th Anniversary Grand Prix,Hülkenberg,Racing Point,3,7,25.29,58.56,0.0
24713,2020,70th Anniversary Grand Prix,Ocon,Renault,14,8,25.29,58.56,0.0
24714,2020,70th Anniversary Grand Prix,Norris,McLaren,10,9,25.29,58.56,0.0
24715,2020,70th Anniversary Grand Prix,Kvyat,AlphaTauri,16,10,25.29,58.56,0.0
24716,2020,70th Anniversary Grand Prix,Gasly,AlphaTauri,7,11,25.29,58.56,0.0
24717,2020,70th Anniversary Grand Prix,Vettel,Ferrari,11,12,25.29,58.56,0.0
24718,2020,70th Anniversary Grand Prix,Sainz,McLaren,12,13,25.29,58.56,0.0
24726,2020,Spanish Grand Prix,Hamilton,Mercedes,1,1,29.8,56.38,0.0
24727,2020,Spanish Grand Prix,Verstappen,Red Bull,3,2,29.8,56.38,0.0
24728,2020,Spanish Grand Prix,Bottas,Mercedes,2,3,29.8,56.38,0.0
24746,2020,Belgian Grand Prix,Hamilton,Mercedes,1,1,18.57,54.85,0.0
24747,2020,Belgian Grand Prix,Bottas,Mercedes,2,2,18.57,54.85,0.0
24748,2020,Belgian Grand Prix,Verstappen,Red Bull,3,3,18.57,54.85,0.0
24749,2020,Belgian Grand Prix,Ricciardo,Renault,4,4,18.57,54.85,0.0
24750,2020,Belgian Grand Prix,Ocon,Renault,6,5,18.57,54.85,0.0
24751,2020,Belgian Grand Prix,Albon,Red Bull,5,6,18.57,54.85,0.0
24752,2020,Belgian Grand Prix,Norris,McLaren,10,7,18.57,54.85,0.0
24753,2020,Belgian Grand Prix,Gasly,AlphaTauri,12,8,18.57,54.85,0.0
24754,2020,Belgian Grand Prix,Stroll,Racing Point,9,9,18.57,54.85,0.0
24755,2020,Belgian Grand Prix,Pérez,Racing Point,8,10,18.57,54.85,0.0
24756,2020,Belgian Grand Prix,Kvyat,AlphaTauri,11,11,18.57,54.85,0.0
24757,2020,Belgian Grand Prix,Räikkönen,Alfa Romeo,16,12,18.57,54.85,0.0
24758,2020,Belgian Grand Prix,Vettel,Ferrari,14,13,18.57,54.85,0.0
24759,2020,Belgian Grand Prix,Leclerc,Ferrari,13,14,18.57,54.85,0.0
24760,2020,Belgian Grand Prix,Grosjean,Haas F1 Team,17,15,18.57,54.85,0.0
24761,2020,Belgian Grand Prix,Latifi,Williams,19,16,18.57,54.85,0.0
24762,2020,Belgian Grand Prix,Magnussen,Haas F1 Team,20,17,18.57,54.85,0.0
24766,2020,Italian Grand Prix,Gasly,AlphaTauri,10,1,28.09,40.12,0.0
24767,2020,Italian Grand Prix,Sainz,McLaren,3,2,28.09,40.12,0.0
24768,2020,Italian Grand Prix,Stroll,Racing Point,8,3,28.09,40.12,0.0
24769,2020,Italian Grand Prix,Norris,McLaren,6,4,28.09,40.12,0.0
24770,2020,Italian Grand Prix,Bottas,Mercedes,2,5,28.09,40.12,0.0
24771,2020,Italian Grand Prix,Ricciardo,Renault,7,6,28.09,40.12,0.0
24772,2020,Italian Grand Prix,Hamilton,Mercedes,1,7,28.09,40.12,0.0
24773,2020,Italian Grand Prix,Ocon,Renault,12,8,28.09,40.12,0.0
24774,2020,Italian Grand Prix,Kvyat,AlphaTauri,11,9,28.09,40.12,0.0
24775,2020,Italian Grand Prix,Pérez,Racing Point,4,10,28.09,40.12,0.0
24776,2020,Italian Grand Prix,Latifi,Williams,20,11,28.09,40.12,0.0
24777,2020,Italian Grand Prix,Grosjean,Haas F1 Team,16,12,28.09,40.12,0.0
24778,2020,Italian Grand Prix,Räikkönen,Alfa Romeo,14,13,28.09,40.12,0.0
24779,2020,Italian Grand Prix,Russell,Williams,19,14,28.09,40.12,0.0
24780,2020,Italian Grand Prix,Albon,Red Bull,9,15,28.09,40.12,0.0
24781,2020,Italian Grand Prix,Giovinazzi,Alfa Romeo,18,16,28.09,40.12,0.0
24786,2020,Tuscan Grand Prix,Hamilton,Mercedes,1,1,30.17,39.94,0.0
24787,2020,Tuscan Grand Prix,Bottas,Mercedes,2,2,30.17,39.94,0.0
24788,2020,Tuscan Grand Prix,Albon,Red Bull,4,3,30.17,39.94,0.0
24789,2020,Tuscan Grand Prix,Ricciardo,Renault,8,4,30.17,39.94,0.0
24790,2020,Tuscan Grand Prix,Pérez,Racing Point,7,5,30.17,39.94,0.0
24791,2020,Tuscan Grand Prix,Norris,McLaren,11,6,30.17,39.94,0.0
24792,2020,Tuscan Grand Prix,Kvyat,AlphaTauri,12,7,30.17,39.94,0.0
24793,2020,Tuscan Grand Prix,Leclerc,Ferrari,5,8,30.17,39.94,0.0
24794,2020,Tuscan Grand Prix,Räikkönen,Alfa Romeo,13,9,30.17,39.94,0.0
24795,2020,Tuscan Grand Prix,Vettel,Ferrari,14,10,30.17,39.94,0.0
24796,2020,Tuscan Grand Prix,Russell,Williams,18,11,30.17,39.94,0.0
24797,2020,Tuscan Grand Prix,Grosjean,Haas F1 Team,15,12,30.17,39.94,0.0
24806,2020,Russian Grand Prix,Bottas,Mercedes,3,1,28.81,51.36,0.0
24807,2020,Russian Grand Prix,Verstappen,Red Bull,2,2,28.81,51.36,0.0
24808,2020,Russian Grand Prix,Hamilton,Mercedes,1,3,28.81,51.36,0.0
24809,2020,Russian Grand Prix,Pérez,Racing Point,4,4,28.81,51.36,0.0
24810,2020,Russian Grand Prix,Ricciardo,Renault,5,5,28.81,51.36,0.0
24811,2020,Russian Grand Prix,Leclerc,Ferrari,10,6,28.81,51.36,0.0
24812,2020,Russian Grand Prix,Ocon,Renault,7,7,28.81,51.36,0.0
24813,2020,Russian Grand Prix,Kvyat,AlphaTauri,11,8,28.81,51.36,0.0
24814,2020,Russian Grand Prix,Gasly,AlphaTauri,9,9,28.81,51.36,0.0
24815,2020,Russian Grand Prix,Albon,Red Bull,15,10,28.81,51.36,0.0
24826,2020,Eifel Grand Prix,Hamilton,Mercedes,2,1,9.5,59.4,0.02
24827,2020,Eifel Grand Prix,Verstappen,Red Bull,3,2,9.5,59.4,0.02
24828,2020,Eifel Grand Prix,Ricciardo,Renault,6,3,9.5,59.4,0.02
24829,2020,Eifel Grand Prix,Pérez,Racing Point,9,4,9.5,59.4,0.02
24830,2020,Eifel Grand Prix,Sainz,McLaren,10,5,9.5,59.4,0.02
24831,2020,Eifel Grand Prix,Gasly,AlphaTauri,12,6,9.5,59.4,0.02
24832,2020,Eifel Grand Prix,Leclerc,Ferrari,4,7,9.5,59.4,0.02
24833,2020,Eifel Grand Prix,Hülkenberg,Racing Point,20,8,9.5,59.4,0.02
24834,2020,Eifel Grand Prix,Grosjean,Haas F1 Team,16,9,9.5,59.4,0.02
24835,2020,Eifel Grand Prix,Giovinazzi,Alfa Romeo,14,10,9.5,59.4,0.02
24836,2020,Eifel Grand Prix,Vettel,Ferrari,11,11,9.5,59.4,0.02
24837,2020,Eifel Grand Prix,Räikkönen,Alfa Romeo,19,12,9.5,59.4,0.02
24838,2020,Eifel Grand Prix,Magnussen,Haas F1 Team,15,13,9.5,59.4,0.02
24839,2020,Eifel Grand Prix,Latifi,Williams,18,14,9.5,59.4,0.02
24840,2020,Eifel Grand Prix,Kvyat,AlphaTauri,13,15,9.5,59.4,0.02
24846,2020,Portuguese Grand Prix,Hamilton,Mercedes,1,1,20.51,67.53,0.0
24847,2020,Portuguese Grand Prix,Bottas,Mercedes,2,2,20.51,67.53,0.0
24848,2020,Portuguese Grand Prix,Verstappen,Red Bull,3,3,20.51,67.53,0.0
24849,2020,Portuguese Grand Prix,Leclerc,Ferrari,4,4,20.51,67.53,0.0
24866,2020,Emilia Romagna Grand Prix,Hamilton,Mercedes,2,1,18.03,71.14,0.0
24867,2020,Emilia Romagna Grand Prix,Bottas,Mercedes,1,2,18.03,71.14,0.0
24868,2020,Emilia Romagna Grand Prix,Ricciardo,Renault,5,3,18.03,71.14,0.0
24869,2020,Emilia Romagna Grand Prix,Kvyat,AlphaTauri,8,4,18.03,71.14,0.0
24870,2020,Emilia Romagna Grand Prix,Leclerc,Ferrari,7,5,18.03,71.14,0.0
24871,2020,Emilia Romagna Grand Prix,Pérez,Racing Point,11,6,18.03,71.14,0.0
24872,2020,Emilia Romagna Grand Prix,Sainz,McLaren,10,7,18.03,71.14,0.0
24873,2020,Emilia Romagna Grand Prix,Norris,McLaren,9,8,18.03,71.14,0.0
24874,2020,Emilia Romagna Grand Prix,Räikkönen,Alfa Romeo,18,9,18.03,71.14,0.0
24875,2020,Emilia Romagna Grand Prix,Giovinazzi,Alfa Romeo,20,10,18.03,71.14,0.0
24876,2020,Emilia Romagna Grand Prix,Latifi,Williams,19,11,18.03,71.14,0.0
24877,2020,Emilia Romagna Grand Prix,Vettel,Ferrari,14,12,18.03,71.14,0.0
24878,2020,Emilia Romagna Grand Prix,Stroll,Racing Point,15,13,18.03,71.14,0.0
24879,2020,Emilia Romagna Grand Prix,Grosjean,Haas F1 Team,16,14,18.03,71.14,0.0
24880,2020,Emilia Romagna Grand Prix,Albon,Red Bull,6,15,18.03,71.14,0.0
24886,2020,Turkish Grand Prix,Hamilton,Mercedes,6,1,13.1,80.16,0.04
24887,2020,Turkish Grand Prix,Pérez,Racing Point,3,2,13.1,80.16,0.04
24888,2020,Turkish Grand Prix,Vettel,Ferrari,11,3,13.1,80.16,0.04
24889,2020,Turkish Grand Prix,Leclerc,Ferrari,12,4,13.1,80.16,0.04
24890,2020,Turkish Grand Prix,Sainz,McLaren,15,5,13.1,80.16,0.04
24891,2020,Turkish Grand Prix,Verstappen,Red Bull,2,6,13.1,80.16,0.04
24892,2020,Turkish Grand Prix,Albon,Red Bull,4,7,13.1,80.16,0.04
24893,2020,Turkish Grand Prix,Norris,McLaren,14,8,13.1,80.16,0.04
24894,2020,Turkish Grand Prix,Stroll,Racing Point,1,9,13.1,80.16,0.04
24895,2020,Turkish Grand Prix,Ricciardo,Renault,5,10,13.1,80.16,0.04
24926,2020,Sakhir Grand Prix,Pérez,Racing Point,5,1,20.95,58.17,0.0
24927,2020,Sakhir Grand Prix,Ocon,Renault,11,2,20.95,58.17,0.0
24928,2020,Sakhir Grand Prix,Stroll,Racing Point,10,3,20.95,58.17,0.0
24929,2020,Sakhir Grand Prix,Sainz,McLaren,8,4,20.95,58.17,0.0
24930,2020,Sakhir Grand Prix,Ricciardo,Renault,7,5,20.95,58.17,0.0
24931,2020,Sakhir Grand Prix,Albon,Red Bull,12,6,20.95,58.17,0.0
24932,2020,Sakhir Grand Prix,Kvyat,AlphaTauri,6,7,20.95,58.17,0.0
24933,2020,Sakhir Grand Prix,Bottas,Mercedes,1,8,20.95,58.17,0.0
24934,2020,Sakhir Grand Prix,Russell,Mercedes,2,9,20.95,58.17,0.0
24935,2020,Sakhir Grand Prix,Norris,McLaren,19,10,20.95,58.17,0.0
24936,2020,Sakhir Grand Prix,Gasly,AlphaTauri,9,11,20.95,58.17,0.0
24937,2020,Sakhir Grand Prix,Vettel,Ferrari,13,12,20.95,58.17,0.0
24938,2020,Sakhir Grand Prix,Giovinazzi,Alfa Romeo,14,13,20.95,58.17,0.0
24939,2020,Sakhir Grand Prix,Räikkönen,Alfa Romeo,18,14,20.95,58.17,0.0
24940,2020,Sakhir Grand Prix,Magnussen,Haas F1 Team,15,15,20.95,58.17,0.0
24941,2020,Sakhir Grand Prix,Aitken,Williams,17,16,20.95,58.17,0.0
24942,2020,Sakhir Grand Prix,Fittipaldi,Haas F1 Team,20,17,20.95,58.17,0.0
24946,2020,Abu Dhabi Grand Prix,Verstappen,Red Bull,1,1,23.12,55.45,0.0
24947,2020,Abu Dhabi Grand Prix,Bottas,Mercedes,2,2,23.12,55.45,0.0
24948,2020,Abu Dhabi Grand Prix,Hamilton,Mercedes,3,3,23.12,55.45,0.0
24949,2020,Abu Dhabi Grand Prix,Albon,Red Bull,5,4,23.12,55.45,0.0
24950,2020,Abu Dhabi Grand Prix,Norris,McLaren,4,5,23.12,55.45,0.0
24951,2020,Abu Dhabi Grand Prix,Sainz,McLaren,6,6,23.12,55.45,0.0
24952,2020,Abu Dhabi Grand Prix,Ricciardo,Renault,11,7,23.12,55.45,0.0
24953,2020,Abu Dhabi Grand Prix,Gasly,AlphaTauri,9,8,23.12,55.45,0.0
24954,2020,Abu Dhabi Grand Prix,Ocon,Renault,10,9,23.12,55.45,0.0
24955,2020,Abu Dhabi Grand Prix,Stroll,Racing Point,8,10,23.12,55.45,0.0
24966,2021,Bahrain Grand Prix,Hamilton,Mercedes,2,1,20.54,54.52,0.0
24967,2021,Bahrain Grand Prix,Verstappen,Red Bull,1,2,20.54,54.52,0.0
24968,2021,Bahrain Grand Prix,Bottas,Mercedes,3,3,20.54,54.52,0.0
24969,2021,Bahrain Grand Prix,Norris,McLaren,7,4,20.54,54.52,0.0
24970,2021,Bahrain Grand Prix,Pérez,Red Bull,0,5,20.54,54.52,0.0
24971,2021,Bahrain Grand Prix,Leclerc,Ferrari,4,6,20.54,54.52,0.0
24972,2021,Bahrain Grand Prix,Ricciardo,McLaren,6,7,20.54,54.52,0.0
24973,2021,Bahrain Grand Prix,Sainz,Ferrari,8,8,20.54,54.52,0.0
24974,2021,Bahrain Grand Prix,Tsunoda,AlphaTauri,13,9,20.54,54.52,0.0
24975,2021,Bahrain Grand Prix,Stroll,Aston Martin,10,10,20.54,54.52,0.0
24976,2021,Bahrain Grand Prix,Räikkönen,Alfa Romeo,14,11,20.54,54.52,0.0
24986,2021,Emilia Romagna Grand Prix,Verstappen,Red Bull,3,1,10.62,69.49,0.41
24987,2021,Emilia Romagna Grand Prix,Hamilton,Mercedes,1,2,10.62,69.49,0.41
24988,2021,Emilia Romagna Grand Prix,Norris,McLaren,7,3,10.62,69.49,0.41
24989,2021,Emilia Romagna Grand Prix,Leclerc,Ferrari,4,4,10.62,69.49,0.41
24990,2021,Emilia Romagna Grand Prix,Sainz,Ferrari,11,5,10.62,69.49,0.41
24991,2021,Emilia Romagna Grand Prix,Ricciardo,McLaren,6,6,10.62,69.49,0.41
24992,2021,Emilia Romagna Grand Prix,Gasly,AlphaTauri,5,7,10.62,69.49,0.41
24993,2021,Emilia Romagna Grand Prix,Stroll,Aston Martin,10,8,10.62,69.49,0.41
24994,2021,Emilia Romagna Grand Prix,Ocon,Alpine F1 Team,9,9,10.62,69.49,0.41
24995,2021,Emilia Romagna Grand Prix,Alonso,Alpine F1 Team,15,10,10.62,69.49,0.41
24996,2021,Emilia Romagna Grand Prix,Pérez,Red Bull,2,11,10.62,69.49,0.41
24997,2021,Emilia Romagna Grand Prix,Tsunoda,AlphaTauri,20,12,10.62,69.49,0.41
24998,2021,Emilia Romagna Grand Prix,Räikkönen,Alfa Romeo,16,13,10.62,69.49,0.41
25006,2021,Portuguese Grand Prix,Hamilton,Mercedes,2,1,19.39,39.4,0.0
25007,2021,Portuguese Grand Prix,Verstappen,Red Bull,3,2,19.39,39.4,0.0
25008,2021,Portuguese Grand Prix,Bottas,Mercedes,1,3,19.39,39.4,0.0
25009,2021,Portuguese Grand Prix,Pérez,Red Bull,4,4,19.39,39.4,0.0
25010,2021,Portuguese Grand Prix,Norris,McLaren,7,5,19.39,39.4,0.0
25011,2021,Portuguese Grand Prix,Leclerc,Ferrari,8,6,19.39,39.4,0.0
25012,2021,Portuguese Grand Prix,Ocon,Alpine F1 Team,6,7,19.39,39.4,0.0
25013,2021,Portuguese Grand Prix,Alonso,Alpine F1 Team,13,8,19.39,39.4,0.0
25014,2021,Portuguese Grand Prix,Ricciardo,McLaren,16,9,19.39,39.4,0.0
25015,2021,Portuguese Grand Prix,Gasly,AlphaTauri,9,10,19.39,39.4,0.0
25016,2021,Portuguese Grand Prix,Sainz,Ferrari,5,11,19.39,39.4,0.0
25026,2021,Spanish Grand Prix,Hamilton,Mercedes,1,1,22.2,57.55,0.0
25027,2021,Spanish Grand Prix,Verstappen,Red Bull,2,2,22.2,57.55,0.0
25028,2021,Spanish Grand Prix,Bottas,Mercedes,3,3,22.2,57.55,0.0
25029,2021,Spanish Grand Prix,Leclerc,Ferrari,4,4,22.2,57.55,0.0
25030,2021,Spanish Grand Prix,Pérez,Red Bull,8,5,22.2,57.55,0.0
25031,2021,Spanish Grand Prix,Ricciardo,McLaren,7,6,22.2,57.55,0.0
25032,2021,Spanish Grand Prix,Sainz,Ferrari,6,7,22.2,57.55,0.0
25047,2021,Monaco Grand Prix,Sainz,Ferrari,4,2,20.76,61.42,0.0
25046,2021,Monaco Grand Prix,Verstappen,Red Bull,2,1,20.76,61.42,0.0
25048,2021,Monaco Grand Prix,Norris,McLaren,5,3,20.76,61.42,0.0
25049,2021,Monaco Grand Prix,Pérez,Red Bull,9,4,20.76,61.42,0.0
25050,2021,Monaco Grand Prix,Vettel,Aston Martin,8,5,20.76,61.42,0.0
25051,2021,Monaco Grand Prix,Gasly,AlphaTauri,6,6,20.76,61.42,0.0
25052,2021,Monaco Grand Prix,Hamilton,Mercedes,7,7,20.76,61.42,0.0
25066,2021,Azerbaijan Grand Prix,Pérez,Red Bull,6,1,24.17,55.81,0.0
25067,2021,Azerbaijan Grand Prix,Vettel,Aston Martin,11,2,24.17,55.81,0.0
25068,2021,Azerbaijan Grand Prix,Gasly,AlphaTauri,4,3,24.17,55.81,0.0
25069,2021,Azerbaijan Grand Prix,Leclerc,Ferrari,1,4,24.17,55.81,0.0
25070,2021,Azerbaijan Grand Prix,Norris,McLaren,9,5,24.17,55.81,0.0
25071,2021,Azerbaijan Grand Prix,Alonso,Alpine F1 Team,8,6,24.17,55.81,0.0
25072,2021,Azerbaijan Grand Prix,Tsunoda,AlphaTauri,7,7,24.17,55.81,0.0
25073,2021,Azerbaijan Grand Prix,Sainz,Ferrari,5,8,24.17,55.81,0.0
25074,2021,Azerbaijan Grand Prix,Ricciardo,McLaren,13,9,24.17,55.81,0.0
25075,2021,Azerbaijan Grand Prix,Räikkönen,Alfa Romeo,14,10,24.17,55.81,0.0
25076,2021,Azerbaijan Grand Prix,Giovinazzi,Alfa Romeo,20,11,24.17,55.81,0.0
25077,2021,Azerbaijan Grand Prix,Bottas,Mercedes,10,12,24.17,55.81,0.0
25078,2021,Azerbaijan Grand Prix,Schumacher,Haas F1 Team,17,13,24.17,55.81,0.0
25079,2021,Azerbaijan Grand Prix,Mazepin,Haas F1 Team,18,14,24.17,55.81,0.0
25080,2021,Azerbaijan Grand Prix,Hamilton,Mercedes,2,15,24.17,55.81,0.0
25081,2021,Azerbaijan Grand Prix,Latifi,Williams,16,16,24.17,55.81,0.0
25086,2021,French Grand Prix,Verstappen,Red Bull,1,1,25.31,58.63,0.0
25087,2021,French Grand Prix,Hamilton,Mercedes,2,2,25.31,58.63,0.0
25088,2021,French Grand Prix,Pérez,Red Bull,4,3,25.31,58.63,0.0
25089,2021,French Grand Prix,Bottas,Mercedes,3,4,25.31,58.63,0.0
25090,2021,French Grand Prix,Norris,McLaren,8,5,25.31,58.63,0.0
25091,2021,French Grand Prix,Ricciardo,McLaren,10,6,25.31,58.63,0.0
25092,2021,French Grand Prix,Gasly,AlphaTauri,6,7,25.31,58.63,0.0
25093,2021,French Grand Prix,Alonso,Alpine F1 Team,9,8,25.31,58.63,0.0
25094,2021,French Grand Prix,Vettel,Aston Martin,12,9,25.31,58.63,0.0
25095,2021,French Grand Prix,Stroll,Aston Martin,19,10,25.31,58.63,0.0
25096,2021,French Grand Prix,Sainz,Ferrari,5,11,25.31,58.63,0.0
25106,2021,Styrian Grand Prix,Verstappen,Red Bull,1,1,26.69,33.25,0.0
