date,driverId,constructorId,number,grid,positionOrder,points,laps,milliseconds,fastestLap,rank,fastestLapSpeed,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed
2018,828,15,9,15,18,0.0,31,\N,26,14,226.395,27.43,38.74,1008.3,0.0,52.17,109.53,1.46
2018,844,15,16,9,19,0.0,18,\N,3,19,222.747,27.43,38.74,1008.3,0.0,52.17,109.53,1.46
2018,1,131,44,14,1,25.0,67,5549845,66,1,217.968,26.4,54.81,1001.4,0.26,40.67,190.85,2.01
2018,822,131,77,2,2,18.0,67,5554380,65,2,217.461,26.4,54.81,1001.4,0.26,40.67,190.85,2.01
2018,8,6,7,3,3,15.0,67,5556577,64,4,216.691,26.4,54.81,1001.4,0.26,40.67,190.85,2.01
2018,830,9,33,4,4,12.0,67,5557499,66,3,217.085,26.4,54.81,1001.4,0.26,40.67,190.85,2.01
2018,807,4,27,7,5,10.0,67,5576454,66,16,211.351,26.4,54.81,1001.4,0.26,40.67,190.85,2.01
2018,154,210,8,6,6,8.0,67,5578716,66,5,214.641,26.4,54.81,1001.4,0.26,40.67,190.85,2.01
2018,815,10,11,10,7,6.0,67,5580401,66,15,211.468,26.4,54.81,1001.4,0.26,40.67,190.85,2.01
2018,839,10,31,15,8,4.0,67,5581595,64,17,211.267,26.4,54.81,1001.4,0.26,40.67,190.85,2.01
2018,828,15,9,13,9,2.0,67,5582207,65,12,211.800,26.4,54.81,1001.4,0.26,40.67,190.85,2.01
2018,843,5,28,17,10,1.0,67,5584042,66,9,211.974,26.4,54.81,1001.4,0.26,40.67,190.85,2.01
2018,825,210,20,5,11,0.0,67,5584764,66,10,211.930,26.4,54.81,1001.4,0.26,40.67,190.85,2.01
2018,832,4,55,8,12,0.0,67,5592914,63,7,212.661,26.4,54.81,1001.4,0.26,40.67,190.85,2.01
2018,838,1,2,19,13,0.0,67,5596462,67,8,212.368,26.4,54.81,1001.4,0.26,40.67,190.85,2.01
2018,842,5,10,16,14,0.0,66,\N,66,13,211.753,26.4,54.81,1001.4,0.26,40.67,190.85,2.01
2018,844,15,16,9,15,0.0,66,\N,64,14,211.509,26.4,54.81,1001.4,0.26,40.67,190.85,2.01
2018,4,1,14,11,16,0.0,65,\N,60,11,211.811,26.4,54.81,1001.4,0.26,40.67,190.85,2.01
2018,840,3,18,18,17,0.0,53,\N,35,19,208.802,26.4,54.81,1001.4,0.26,40.67,190.85,2.01
2018,20,6,5,1,18,0.0,51,\N,39,6,213.046,26.4,54.81,1001.4,0.26,40.67,190.85,2.01
2018,845,3,35,12,19,0.0,51,\N,36,20,208.609,26.4,54.81,1001.4,0.26,40.67,190.85,2.01
2018,817,9,3,20,20,0.0,27,\N,22,18,210.400,26.4,54.81,1001.4,0.26,40.67,190.85,2.01
2018,1,131,44,1,1,25.0,70,5836427,63,4,194.454,33.76,33.01,983.53,0.0,51.09,201.09,1.14
2018,20,6,5,4,2,18.0,70,5853550,70,2,197.007,33.76,33.01,983.53,0.0,51.09,201.09,1.14
2018,8,6,7,3,3,15.0,70,5856528,55,3,196.428,33.76,33.01,983.53,0.0,51.09,201.09,1.14
2018,817,9,3,12,4,12.0,70,5882846,46,1,197.115,33.76,33.01,983.53,0.0,51.09,201.09,1.14
2018,822,131,77,2,5,10.0,70,5886427,39,8,192.957,33.76,33.01,983.53,0.0,51.09,201.09,1.14
2018,842,5,10,6,6,8.0,70,5909700,64,7,193.078,33.76,33.01,983.53,0.0,51.09,201.09,1.14
2018,825,210,20,9,7,6.0,69,\N,60,6,193.987,33.76,33.01,983.53,0.0,51.09,201.09,1.14
2018,4,1,14,11,8,4.0,69,\N,68,9,192.125,33.76,33.01,983.53,0.0,51.09,201.09,1.14
