id,date,name_GP,surname,name,grid,target,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed
24728,2020,Spanish Grand Prix,Bottas,Mercedes,2,3,29.8,56.38,997.7,0.0,47.56,167.93,1.54
24746,2020,Belgian Grand Prix,Hamilton,Mercedes,1,1,18.57,54.85,962.43,0.0,29.82,251.01,1.47
24747,2020,Belgian Grand Prix,Bottas,Mercedes,2,2,18.57,54.85,962.43,0.0,29.82,251.01,1.47
24748,2020,Belgian Grand Prix,Verstappen,Red Bull,3,3,18.57,54.85,962.43,0.0,29.82,251.01,1.47
24749,2020,Belgian Grand Prix,Ricciardo,Renault,4,4,18.57,54.85,962.43,0.0,29.82,251.01,1.47
24750,2020,Belgian Grand Prix,Ocon,Renault,6,5,18.57,54.85,962.43,0.0,29.82,251.01,1.47
24751,2020,Belgian Grand Prix,Albon,Red Bull,5,6,18.57,54.85,962.43,0.0,29.82,251.01,1.47
24752,2020,Belgian Grand Prix,Norris,McLaren,10,7,18.57,54.85,962.43,0.0,29.82,251.01,1.47
24753,2020,Belgian Grand Prix,Gasly,AlphaTauri,12,8,18.57,54.85,962.43,0.0,29.82,251.01,1.47
24754,2020,Belgian Grand Prix,Stroll,Racing Point,9,9,18.57,54.85,962.43,0.0,29.82,251.01,1.47
24755,2020,Belgian Grand Prix,Pérez,Racing Point,8,10,18.57,54.85,962.43,0.0,29.82,251.01,1.47
24756,2020,Belgian Grand Prix,Kvyat,AlphaTauri,11,11,18.57,54.85,962.43,0.0,29.82,251.01,1.47
24757,2020,Belgian Grand Prix,Räikkönen,Alfa Romeo,16,12,18.57,54.85,962.43,0.0,29.82,251.01,1.47
24758,2020,Belgian Grand Prix,Vettel,Ferrari,14,13,18.57,54.85,962.43,0.0,29.82,251.01,1.47
24759,2020,Belgian Grand Prix,Leclerc,Ferrari,13,14,18.57,54.85,962.43,0.0,29.82,251.01,1.47
24760,2020,Belgian Grand Prix,Grosjean,Haas F1 Team,17,15,18.57,54.85,962.43,0.0,29.82,251.01,1.47
24761,2020,Belgian Grand Prix,Latifi,Williams,19,16,18.57,54.85,962.43,0.0,29.82,251.01,1.47
24762,2020,Belgian Grand Prix,Magnussen,Haas F1 Team,20,17,18.57,54.85,962.43,0.0,29.82,251.01,1.47
24766,2020,Italian Grand Prix,Gasly,AlphaTauri,10,1,28.09,40.12,990.78,0.0,41.2,180.78,1.52
24767,2020,Italian Grand Prix,Sainz,McLaren,3,2,28.09,40.12,990.78,0.0,41.2,180.78,1.52
24768,2020,Italian Grand Prix,Stroll,Racing Point,8,3,28.09,40.12,990.78,0.0,41.2,180.78,1.52
24769,2020,Italian Grand Prix,Norris,McLaren,6,4,28.09,40.12,990.78,0.0,41.2,180.78,1.52
24770,2020,Italian Grand Prix,Bottas,Mercedes,2,5,28.09,40.12,990.78,0.0,41.2,180.78,1.52
24771,2020,Italian Grand Prix,Ricciardo,Renault,7,6,28.09,40.12,990.78,0.0,41.2,180.78,1.52
24772,2020,Italian Grand Prix,Hamilton,Mercedes,1,7,28.09,40.12,990.78,0.0,41.2,180.78,1.52
24773,2020,Italian Grand Prix,Ocon,Renault,12,8,28.09,40.12,990.78,0.0,41.2,180.78,1.52
24774,2020,Italian Grand Prix,Kvyat,AlphaTauri,11,9,28.09,40.12,990.78,0.0,41.2,180.78,1.52
24775,2020,Italian Grand Prix,Pérez,Racing Point,4,10,28.09,40.12,990.78,0.0,41.2,180.78,1.52
24776,2020,Italian Grand Prix,Latifi,Williams,20,11,28.09,40.12,990.78,0.0,41.2,180.78,1.52
24777,2020,Italian Grand Prix,Grosjean,Haas F1 Team,16,12,28.09,40.12,990.78,0.0,41.2,180.78,1.52
24778,2020,Italian Grand Prix,Räikkönen,Alfa Romeo,14,13,28.09,40.12,990.78,0.0,41.2,180.78,1.52
24779,2020,Italian Grand Prix,Russell,Williams,19,14,28.09,40.12,990.78,0.0,41.2,180.78,1.52
24780,2020,Italian Grand Prix,Albon,Red Bull,9,15,28.09,40.12,990.78,0.0,41.2,180.78,1.52
24781,2020,Italian Grand Prix,Giovinazzi,Alfa Romeo,18,16,28.09,40.12,990.78,0.0,41.2,180.78,1.52
24786,2020,Tuscan Grand Prix,Hamilton,Mercedes,1,1,30.17,39.94,993.62,0.0,43.1,126.26,2.36
24787,2020,Tuscan Grand Prix,Bottas,Mercedes,2,2,30.17,39.94,993.62,0.0,43.1,126.26,2.36
24788,2020,Tuscan Grand Prix,Albon,Red Bull,4,3,30.17,39.94,993.62,0.0,43.1,126.26,2.36
24789,2020,Tuscan Grand Prix,Ricciardo,Renault,8,4,30.17,39.94,993.62,0.0,43.1,126.26,2.36
24790,2020,Tuscan Grand Prix,Pérez,Racing Point,7,5,30.17,39.94,993.62,0.0,43.1,126.26,2.36
24791,2020,Tuscan Grand Prix,Norris,McLaren,11,6,30.17,39.94,993.62,0.0,43.1,126.26,2.36
24792,2020,Tuscan Grand Prix,Kvyat,AlphaTauri,12,7,30.17,39.94,993.62,0.0,43.1,126.26,2.36
24793,2020,Tuscan Grand Prix,Leclerc,Ferrari,5,8,30.17,39.94,993.62,0.0,43.1,126.26,2.36
24794,2020,Tuscan Grand Prix,Räikkönen,Alfa Romeo,13,9,30.17,39.94,993.62,0.0,43.1,126.26,2.36
24795,2020,Tuscan Grand Prix,Vettel,Ferrari,14,10,30.17,39.94,993.62,0.0,43.1,126.26,2.36
24796,2020,Tuscan Grand Prix,Russell,Williams,18,11,30.17,39.94,993.62,0.0,43.1,126.26,2.36
24797,2020,Tuscan Grand Prix,Grosjean,Haas F1 Team,15,12,30.17,39.94,993.62,0.0,43.1,126.26,2.36
24806,2020,Russian Grand Prix,Bottas,Mercedes,3,1,28.81,51.36,1012.88,0.0,40.34,229.58,1.43
24807,2020,Russian Grand Prix,Verstappen,Red Bull,2,2,28.81,51.36,1012.88,0.0,40.34,229.58,1.43
24808,2020,Russian Grand Prix,Hamilton,Mercedes,1,3,28.81,51.36,1012.88,0.0,40.34,229.58,1.43
24809,2020,Russian Grand Prix,Pérez,Racing Point,4,4,28.81,51.36,1012.88,0.0,40.34,229.58,1.43
24810,2020,Russian Grand Prix,Ricciardo,Renault,5,5,28.81,51.36,1012.88,0.0,40.34,229.58,1.43
24811,2020,Russian Grand Prix,Leclerc,Ferrari,10,6,28.81,51.36,1012.88,0.0,40.34,229.58,1.43
24812,2020,Russian Grand Prix,Ocon,Renault,7,7,28.81,51.36,1012.88,0.0,40.34,229.58,1.43
24813,2020,Russian Grand Prix,Kvyat,AlphaTauri,11,8,28.81,51.36,1012.88,0.0,40.34,229.58,1.43
24814,2020,Russian Grand Prix,Gasly,AlphaTauri,9,9,28.81,51.36,1012.88,0.0,40.34,229.58,1.43
24815,2020,Russian Grand Prix,Albon,Red Bull,15,10,28.81,51.36,1012.88,0.0,40.34,229.58,1.43
24826,2020,Eifel Grand Prix,Hamilton,Mercedes,2,1,9.5,59.4,947.36,0.02,16.36,89.93,1.62
24827,2020,Eifel Grand Prix,Verstappen,Red Bull,3,2,9.5,59.4,947.36,0.02,16.36,89.93,1.62
24828,2020,Eifel Grand Prix,Ricciardo,Renault,6,3,9.5,59.4,947.36,0.02,16.36,89.93,1.62
24829,2020,Eifel Grand Prix,Pérez,Racing Point,9,4,9.5,59.4,947.36,0.02,16.36,89.93,1.62
24830,2020,Eifel Grand Prix,Sainz,McLaren,10,5,9.5,59.4,947.36,0.02,16.36,89.93,1.62
24831,2020,Eifel Grand Prix,Gasly,AlphaTauri,12,6,9.5,59.4,947.36,0.02,16.36,89.93,1.62
24832,2020,Eifel Grand Prix,Leclerc,Ferrari,4,7,9.5,59.4,947.36,0.02,16.36,89.93,1.62
24833,2020,Eifel Grand Prix,Hülkenberg,Racing Point,20,8,9.5,59.4,947.36,0.02,16.36,89.93,1.62
24834,2020,Eifel Grand Prix,Grosjean,Haas F1 Team,16,9,9.5,59.4,947.36,0.02,16.36,89.93,1.62
24835,2020,Eifel Grand Prix,Giovinazzi,Alfa Romeo,14,10,9.5,59.4,947.36,0.02,16.36,89.93,1.62
24836,2020,Eifel Grand Prix,Vettel,Ferrari,11,11,9.5,59.4,947.36,0.02,16.36,89.93,1.62
24837,2020,Eifel Grand Prix,Räikkönen,Alfa Romeo,19,12,9.5,59.4,947.36,0.02,16.36,89.93,1.62
24838,2020,Eifel Grand Prix,Magnussen,Haas F1 Team,15,13,9.5,59.4,947.36,0.02,16.36,89.93,1.62
24839,2020,Eifel Grand Prix,Latifi,Williams,18,14,9.5,59.4,947.36,0.02,16.36,89.93,1.62
24840,2020,Eifel Grand Prix,Kvyat,AlphaTauri,13,15,9.5,59.4,947.36,0.02,16.36,89.93,1.62
24846,2020,Portuguese Grand Prix,Hamilton,Mercedes,1,1,20.51,67.53,1007.34,0.0,25.72,133.49,4.04
24847,2020,Portuguese Grand Prix,Bottas,Mercedes,2,2,20.51,67.53,1007.34,0.0,25.72,133.49,4.04
24848,2020,Portuguese Grand Prix,Verstappen,Red Bull,3,3,20.51,67.53,1007.34,0.0,25.72,133.49,4.04
24849,2020,Portuguese Grand Prix,Leclerc,Ferrari,4,4,20.51,67.53,1007.34,0.0,25.72,133.49,4.04
24866,2020,Emilia Romagna Grand Prix,Hamilton,Mercedes,2,1,18.03,71.14,1017.89,0.0,23.26,89.9,1.34
24867,2020,Emilia Romagna Grand Prix,Bottas,Mercedes,1,2,18.03,71.14,1017.89,0.0,23.26,89.9,1.34
24868,2020,Emilia Romagna Grand Prix,Ricciardo,Renault,5,3,18.03,71.14,1017.89,0.0,23.26,89.9,1.34
24869,2020,Emilia Romagna Grand Prix,Kvyat,AlphaTauri,8,4,18.03,71.14,1017.89,0.0,23.26,89.9,1.34
24870,2020,Emilia Romagna Grand Prix,Leclerc,Ferrari,7,5,18.03,71.14,1017.89,0.0,23.26,89.9,1.34
24871,2020,Emilia Romagna Grand Prix,Pérez,Racing Point,11,6,18.03,71.14,1017.89,0.0,23.26,89.9,1.34
24872,2020,Emilia Romagna Grand Prix,Sainz,McLaren,10,7,18.03,71.14,1017.89,0.0,23.26,89.9,1.34
24873,2020,Emilia Romagna Grand Prix,Norris,McLaren,9,8,18.03,71.14,1017.89,0.0,23.26,89.9,1.34
24874,2020,Emilia Romagna Grand Prix,Räikkönen,Alfa Romeo,18,9,18.03,71.14,1017.89,0.0,23.26,89.9,1.34
24875,2020,Emilia Romagna Grand Prix,Giovinazzi,Alfa Romeo,20,10,18.03,71.14,1017.89,0.0,23.26,89.9,1.34
24876,2020,Emilia Romagna Grand Prix,Latifi,Williams,19,11,18.03,71.14,1017.89,0.0,23.26,89.9,1.34
24877,2020,Emilia Romagna Grand Prix,Vettel,Ferrari,14,12,18.03,71.14,1017.89,0.0,23.26,89.9,1.34
24878,2020,Emilia Romagna Grand Prix,Stroll,Racing Point,15,13,18.03,71.14,1017.89,0.0,23.26,89.9,1.34
24879,2020,Emilia Romagna Grand Prix,Grosjean,Haas F1 Team,16,14,18.03,71.14,1017.89,0.0,23.26,89.9,1.34
24880,2020,Emilia Romagna Grand Prix,Albon,Red Bull,6,15,18.03,71.14,1017.89,0.0,23.26,89.9,1.34
24886,2020,Turkish Grand Prix,Hamilton,Mercedes,6,1,13.1,80.16,1008.5,0.04,15.21,215.14,1.07
24887,2020,Turkish Grand Prix,Pérez,Racing Point,3,2,13.1,80.16,1008.5,0.04,15.21,215.14,1.07
24888,2020,Turkish Grand Prix,Vettel,Ferrari,11,3,13.1,80.16,1008.5,0.04,15.21,215.14,1.07
24889,2020,Turkish Grand Prix,Leclerc,Ferrari,12,4,13.1,80.16,1008.5,0.04,15.21,215.14,1.07
24890,2020,Turkish Grand Prix,Sainz,McLaren,15,5,13.1,80.16,1008.5,0.04,15.21,215.14,1.07
24891,2020,Turkish Grand Prix,Verstappen,Red Bull,2,6,13.1,80.16,1008.5,0.04,15.21,215.14,1.07
24892,2020,Turkish Grand Prix,Albon,Red Bull,4,7,13.1,80.16,1008.5,0.04,15.21,215.14,1.07
24893,2020,Turkish Grand Prix,Norris,McLaren,14,8,13.1,80.16,1008.5,0.04,15.21,215.14,1.07
24894,2020,Turkish Grand Prix,Stroll,Racing Point,1,9,13.1,80.16,1008.5,0.04,15.21,215.14,1.07
24895,2020,Turkish Grand Prix,Ricciardo,Renault,5,10,13.1,80.16,1008.5,0.04,15.21,215.14,1.07
24926,2020,Sakhir Grand Prix,Pérez,Racing Point,5,1,20.95,58.17,1015.94,0.0,23.47,122.76,1.95
24927,2020,Sakhir Grand Prix,Ocon,Renault,11,2,20.95,58.17,1015.94,0.0,23.47,122.76,1.95
24928,2020,Sakhir Grand Prix,Stroll,Racing Point,10,3,20.95,58.17,1015.94,0.0,23.47,122.76,1.95
24929,2020,Sakhir Grand Prix,Sainz,McLaren,8,4,20.95,58.17,1015.94,0.0,23.47,122.76,1.95
24930,2020,Sakhir Grand Prix,Ricciardo,Renault,7,5,20.95,58.17,1015.94,0.0,23.47,122.76,1.95
24931,2020,Sakhir Grand Prix,Albon,Red Bull,12,6,20.95,58.17,1015.94,0.0,23.47,122.76,1.95
24932,2020,Sakhir Grand Prix,Kvyat,AlphaTauri,6,7,20.95,58.17,1015.94,0.0,23.47,122.76,1.95
24933,2020,Sakhir Grand Prix,Bottas,Mercedes,1,8,20.95,58.17,1015.94,0.0,23.47,122.76,1.95
24934,2020,Sakhir Grand Prix,Russell,Mercedes,2,9,20.95,58.17,1015.94,0.0,23.47,122.76,1.95
24935,2020,Sakhir Grand Prix,Norris,McLaren,19,10,20.95,58.17,1015.94,0.0,23.47,122.76,1.95
24936,2020,Sakhir Grand Prix,Gasly,AlphaTauri,9,11,20.95,58.17,1015.94,0.0,23.47,122.76,1.95
24937,2020,Sakhir Grand Prix,Vettel,Ferrari,13,12,20.95,58.17,1015.94,0.0,23.47,122.76,1.95
24938,2020,Sakhir Grand Prix,Giovinazzi,Alfa Romeo,14,13,20.95,58.17,1015.94,0.0,23.47,122.76,1.95
24939,2020,Sakhir Grand Prix,Räikkönen,Alfa Romeo,18,14,20.95,58.17,1015.94,0.0,23.47,122.76,1.95
24940,2020,Sakhir Grand Prix,Magnussen,Haas F1 Team,15,15,20.95,58.17,1015.94,0.0,23.47,122.76,1.95
24941,2020,Sakhir Grand Prix,Aitken,Williams,17,16,20.95,58.17,1015.94,0.0,23.47,122.76,1.95
24942,2020,Sakhir Grand Prix,Fittipaldi,Haas F1 Team,20,17,20.95,58.17,1015.94,0.0,23.47,122.76,1.95
24946,2020,Abu Dhabi Grand Prix,Verstappen,Red Bull,1,1,23.12,55.45,1015.85,0.0,27.98,258.24,2.5
24947,2020,Abu Dhabi Grand Prix,Bottas,Mercedes,2,2,23.12,55.45,1015.85,0.0,27.98,258.24,2.5
24948,2020,Abu Dhabi Grand Prix,Hamilton,Mercedes,3,3,23.12,55.45,1015.85,0.0,27.98,258.24,2.5
24949,2020,Abu Dhabi Grand Prix,Albon,Red Bull,5,4,23.12,55.45,1015.85,0.0,27.98,258.24,2.5
24950,2020,Abu Dhabi Grand Prix,Norris,McLaren,4,5,23.12,55.45,1015.85,0.0,27.98,258.24,2.5
24951,2020,Abu Dhabi Grand Prix,Sainz,McLaren,6,6,23.12,55.45,1015.85,0.0,27.98,258.24,2.5
24952,2020,Abu Dhabi Grand Prix,Ricciardo,Renault,11,7,23.12,55.45,1015.85,0.0,27.98,258.24,2.5
24953,2020,Abu Dhabi Grand Prix,Gasly,AlphaTauri,9,8,23.12,55.45,1015.85,0.0,27.98,258.24,2.5
24954,2020,Abu Dhabi Grand Prix,Ocon,Renault,10,9,23.12,55.45,1015.85,0.0,27.98,258.24,2.5
24955,2020,Abu Dhabi Grand Prix,Stroll,Racing Point,8,10,23.12,55.45,1015.85,0.0,27.98,258.24,2.5
24966,2021,Bahrain Grand Prix,Hamilton,Mercedes,2,1,20.54,54.52,1014.91,0.0,27.63,63.89,0.89
24967,2021,Bahrain Grand Prix,Verstappen,Red Bull,1,2,20.54,54.52,1014.91,0.0,27.63,63.89,0.89
24968,2021,Bahrain Grand Prix,Bottas,Mercedes,3,3,20.54,54.52,1014.91,0.0,27.63,63.89,0.89
24969,2021,Bahrain Grand Prix,Norris,McLaren,7,4,20.54,54.52,1014.91,0.0,27.63,63.89,0.89
24970,2021,Bahrain Grand Prix,Pérez,Red Bull,0,5,20.54,54.52,1014.91,0.0,27.63,63.89,0.89
24971,2021,Bahrain Grand Prix,Leclerc,Ferrari,4,6,20.54,54.52,1014.91,0.0,27.63,63.89,0.89
24972,2021,Bahrain Grand Prix,Ricciardo,McLaren,6,7,20.54,54.52,1014.91,0.0,27.63,63.89,0.89
24973,2021,Bahrain Grand Prix,Sainz,Ferrari,8,8,20.54,54.52,1014.91,0.0,27.63,63.89,0.89
24974,2021,Bahrain Grand Prix,Tsunoda,AlphaTauri,13,9,20.54,54.52,1014.91,0.0,27.63,63.89,0.89
24975,2021,Bahrain Grand Prix,Stroll,Aston Martin,10,10,20.54,54.52,1014.91,0.0,27.63,63.89,0.89
24976,2021,Bahrain Grand Prix,Räikkönen,Alfa Romeo,14,11,20.54,54.52,1014.91,0.0,27.63,63.89,0.89
24986,2021,Emilia Romagna Grand Prix,Verstappen,Red Bull,3,1,10.62,69.49,1011.25,0.41,16.83,163.03,0.48
24987,2021,Emilia Romagna Grand Prix,Hamilton,Mercedes,1,2,10.62,69.49,1011.25,0.41,16.83,163.03,0.48
24988,2021,Emilia Romagna Grand Prix,Norris,McLaren,7,3,10.62,69.49,1011.25,0.41,16.83,163.03,0.48
24989,2021,Emilia Romagna Grand Prix,Leclerc,Ferrari,4,4,10.62,69.49,1011.25,0.41,16.83,163.03,0.48
24990,2021,Emilia Romagna Grand Prix,Sainz,Ferrari,11,5,10.62,69.49,1011.25,0.41,16.83,163.03,0.48
24991,2021,Emilia Romagna Grand Prix,Ricciardo,McLaren,6,6,10.62,69.49,1011.25,0.41,16.83,163.03,0.48
24992,2021,Emilia Romagna Grand Prix,Gasly,AlphaTauri,5,7,10.62,69.49,1011.25,0.41,16.83,163.03,0.48
24993,2021,Emilia Romagna Grand Prix,Stroll,Aston Martin,10,8,10.62,69.49,1011.25,0.41,16.83,163.03,0.48
24994,2021,Emilia Romagna Grand Prix,Ocon,Alpine F1 Team,9,9,10.62,69.49,1011.25,0.41,16.83,163.03,0.48
24995,2021,Emilia Romagna Grand Prix,Alonso,Alpine F1 Team,15,10,10.62,69.49,1011.25,0.41,16.83,163.03,0.48
24996,2021,Emilia Romagna Grand Prix,Pérez,Red Bull,2,11,10.62,69.49,1011.25,0.41,16.83,163.03,0.48
24997,2021,Emilia Romagna Grand Prix,Tsunoda,AlphaTauri,20,12,10.62,69.49,1011.25,0.41,16.83,163.03,0.48
24998,2021,Emilia Romagna Grand Prix,Räikkönen,Alfa Romeo,16,13,10.62,69.49,1011.25,0.41,16.83,163.03,0.48
25006,2021,Portuguese Grand Prix,Hamilton,Mercedes,2,1,19.39,39.4,1004.81,0.0,38.95,140.17,0.84
25007,2021,Portuguese Grand Prix,Verstappen,Red Bull,3,2,19.39,39.4,1004.81,0.0,38.95,140.17,0.84
25008,2021,Portuguese Grand Prix,Bottas,Mercedes,1,3,19.39,39.4,1004.81,0.0,38.95,140.17,0.84
25009,2021,Portuguese Grand Prix,Pérez,Red Bull,4,4,19.39,39.4,1004.81,0.0,38.95,140.17,0.84
25010,2021,Portuguese Grand Prix,Norris,McLaren,7,5,19.39,39.4,1004.81,0.0,38.95,140.17,0.84
25011,2021,Portuguese Grand Prix,Leclerc,Ferrari,8,6,19.39,39.4,1004.81,0.0,38.95,140.17,0.84
25012,2021,Portuguese Grand Prix,Ocon,Alpine F1 Team,6,7,19.39,39.4,1004.81,0.0,38.95,140.17,0.84
25013,2021,Portuguese Grand Prix,Alonso,Alpine F1 Team,13,8,19.39,39.4,1004.81,0.0,38.95,140.17,0.84
25014,2021,Portuguese Grand Prix,Ricciardo,McLaren,16,9,19.39,39.4,1004.81,0.0,38.95,140.17,0.84
25015,2021,Portuguese Grand Prix,Gasly,AlphaTauri,9,10,19.39,39.4,1004.81,0.0,38.95,140.17,0.84
25016,2021,Portuguese Grand Prix,Sainz,Ferrari,5,11,19.39,39.4,1004.81,0.0,38.95,140.17,0.84
25026,2021,Spanish Grand Prix,Hamilton,Mercedes,1,1,22.2,57.55,993.57,0.0,32.92,74.57,0.46
25027,2021,Spanish Grand Prix,Verstappen,Red Bull,2,2,22.2,57.55,993.57,0.0,32.92,74.57,0.46
25028,2021,Spanish Grand Prix,Bottas,Mercedes,3,3,22.2,57.55,993.57,0.0,32.92,74.57,0.46
25029,2021,Spanish Grand Prix,Leclerc,Ferrari,4,4,22.2,57.55,993.57,0.0,32.92,74.57,0.46
25030,2021,Spanish Grand Prix,Pérez,Red Bull,8,5,22.2,57.55,993.57,0.0,32.92,74.57,0.46
25031,2021,Spanish Grand Prix,Ricciardo,McLaren,7,6,22.2,57.55,993.57,0.0,32.92,74.57,0.46
25032,2021,Spanish Grand Prix,Sainz,Ferrari,6,7,22.2,57.55,993.57,0.0,32.92,74.57,0.46
25047,2021,Monaco Grand Prix,Sainz,Ferrari,4,2,20.76,61.42,1015.57,0.0,37.6,202.08,0.32
25046,2021,Monaco Grand Prix,Verstappen,Red Bull,2,1,20.76,61.42,1015.57,0.0,37.6,202.08,0.32
25048,2021,Monaco Grand Prix,Norris,McLaren,5,3,20.76,61.42,1015.57,0.0,37.6,202.08,0.32
25049,2021,Monaco Grand Prix,Pérez,Red Bull,9,4,20.76,61.42,1015.57,0.0,37.6,202.08,0.32
25050,2021,Monaco Grand Prix,Vettel,Aston Martin,8,5,20.76,61.42,1015.57,0.0,37.6,202.08,0.32
25051,2021,Monaco Grand Prix,Gasly,AlphaTauri,6,6,20.76,61.42,1015.57,0.0,37.6,202.08,0.32
25052,2021,Monaco Grand Prix,Hamilton,Mercedes,7,7,20.76,61.42,1015.57,0.0,37.6,202.08,0.32
25066,2021,Azerbaijan Grand Prix,Pérez,Red Bull,6,1,24.17,55.81,1014.73,0.0,38.31,180.19,0.28
25067,2021,Azerbaijan Grand Prix,Vettel,Aston Martin,11,2,24.17,55.81,1014.73,0.0,38.31,180.19,0.28
25068,2021,Azerbaijan Grand Prix,Gasly,AlphaTauri,4,3,24.17,55.81,1014.73,0.0,38.31,180.19,0.28
25069,2021,Azerbaijan Grand Prix,Leclerc,Ferrari,1,4,24.17,55.81,1014.73,0.0,38.31,180.19,0.28
25070,2021,Azerbaijan Grand Prix,Norris,McLaren,9,5,24.17,55.81,1014.73,0.0,38.31,180.19,0.28
25071,2021,Azerbaijan Grand Prix,Alonso,Alpine F1 Team,8,6,24.17,55.81,1014.73,0.0,38.31,180.19,0.28
25072,2021,Azerbaijan Grand Prix,Tsunoda,AlphaTauri,7,7,24.17,55.81,1014.73,0.0,38.31,180.19,0.28
25073,2021,Azerbaijan Grand Prix,Sainz,Ferrari,5,8,24.17,55.81,1014.73,0.0,38.31,180.19,0.28
25074,2021,Azerbaijan Grand Prix,Ricciardo,McLaren,13,9,24.17,55.81,1014.73,0.0,38.31,180.19,0.28
25075,2021,Azerbaijan Grand Prix,Räikkönen,Alfa Romeo,14,10,24.17,55.81,1014.73,0.0,38.31,180.19,0.28
25076,2021,Azerbaijan Grand Prix,Giovinazzi,Alfa Romeo,20,11,24.17,55.81,1014.73,0.0,38.31,180.19,0.28
25077,2021,Azerbaijan Grand Prix,Bottas,Mercedes,10,12,24.17,55.81,1014.73,0.0,38.31,180.19,0.28
25078,2021,Azerbaijan Grand Prix,Schumacher,Haas F1 Team,17,13,24.17,55.81,1014.73,0.0,38.31,180.19,0.28
25079,2021,Azerbaijan Grand Prix,Mazepin,Haas F1 Team,18,14,24.17,55.81,1014.73,0.0,38.31,180.19,0.28
25080,2021,Azerbaijan Grand Prix,Hamilton,Mercedes,2,15,24.17,55.81,1014.73,0.0,38.31,180.19,0.28
25081,2021,Azerbaijan Grand Prix,Latifi,Williams,16,16,24.17,55.81,1014.73,0.0,38.31,180.19,0.28
25086,2021,French Grand Prix,Verstappen,Red Bull,1,1,25.31,58.63,960.64,0.0,35.23,119.46,1.17
25087,2021,French Grand Prix,Hamilton,Mercedes,2,2,25.31,58.63,960.64,0.0,35.23,119.46,1.17
25088,2021,French Grand Prix,Pérez,Red Bull,4,3,25.31,58.63,960.64,0.0,35.23,119.46,1.17
25089,2021,French Grand Prix,Bottas,Mercedes,3,4,25.31,58.63,960.64,0.0,35.23,119.46,1.17
25090,2021,French Grand Prix,Norris,McLaren,8,5,25.31,58.63,960.64,0.0,35.23,119.46,1.17
25091,2021,French Grand Prix,Ricciardo,McLaren,10,6,25.31,58.63,960.64,0.0,35.23,119.46,1.17
25092,2021,French Grand Prix,Gasly,AlphaTauri,6,7,25.31,58.63,960.64,0.0,35.23,119.46,1.17
25093,2021,French Grand Prix,Alonso,Alpine F1 Team,9,8,25.31,58.63,960.64,0.0,35.23,119.46,1.17
25094,2021,French Grand Prix,Vettel,Aston Martin,12,9,25.31,58.63,960.64,0.0,35.23,119.46,1.17
25095,2021,French Grand Prix,Stroll,Aston Martin,19,10,25.31,58.63,960.64,0.0,35.23,119.46,1.17
25096,2021,French Grand Prix,Sainz,Ferrari,5,11,25.31,58.63,960.64,0.0,35.23,119.46,1.17
25106,2021,Styrian Grand Prix,Verstappen,Red Bull,1,1,26.69,33.25,938.48,0.0,52.35,138.05,0.37
25107,2021,Styrian Grand Prix,Hamilton,Mercedes,2,2,26.69,33.25,938.48,0.0,52.35,138.05,0.37
25108,2021,Styrian Grand Prix,Bottas,Mercedes,5,3,26.69,33.25,938.48,0.0,52.35,138.05,0.37
25109,2021,Styrian Grand Prix,Pérez,Red Bull,4,4,26.69,33.25,938.48,0.0,52.35,138.05,0.37
25146,2021,British Grand Prix,Hamilton,Mercedes,2,1,29.4,37.2,1007.25,0.0,50.93,172.61,0.32
25147,2021,British Grand Prix,Leclerc,Ferrari,4,2,29.4,37.2,1007.25,0.0,50.93,172.61,0.32
25148,2021,British Grand Prix,Bottas,Mercedes,3,3,29.4,37.2,1007.25,0.0,50.93,172.61,0.32
25149,2021,British Grand Prix,Norris,McLaren,5,4,29.4,37.2,1007.25,0.0,50.93,172.61,0.32
25150,2021,British Grand Prix,Ricciardo,McLaren,6,5,29.4,37.2,1007.25,0.0,50.93,172.61,0.32
25151,2021,British Grand Prix,Sainz,Ferrari,10,6,29.4,37.2,1007.25,0.0,50.93,172.61,0.32
25152,2021,British Grand Prix,Alonso,Alpine F1 Team,7,7,29.4,37.2,1007.25,0.0,50.93,172.61,0.32
25153,2021,British Grand Prix,Stroll,Aston Martin,14,8,29.4,37.2,1007.25,0.0,50.93,172.61,0.32
25154,2021,British Grand Prix,Ocon,Alpine F1 Team,9,9,29.4,37.2,1007.25,0.0,50.93,172.61,0.32
25155,2021,British Grand Prix,Tsunoda,AlphaTauri,16,10,29.4,37.2,1007.25,0.0,50.93,172.61,0.32
25156,2021,British Grand Prix,Gasly,AlphaTauri,11,11,29.4,37.2,1007.25,0.0,50.93,172.61,0.32
25166,2021,Hungarian Grand Prix,Ocon,Alpine F1 Team,8,1,27.23,68.62,977.63,0.3,37.82,104.59,0.57
25167,2021,Hungarian Grand Prix,Hamilton,Mercedes,1,2,27.23,68.62,977.63,0.3,37.82,104.59,0.57
25168,2021,Hungarian Grand Prix,Sainz,Ferrari,15,3,27.23,68.62,977.63,0.3,37.82,104.59,0.57
25169,2021,Hungarian Grand Prix,Alonso,Alpine F1 Team,9,4,27.23,68.62,977.63,0.3,37.82,104.59,0.57
25170,2021,Hungarian Grand Prix,Gasly,AlphaTauri,5,5,27.23,68.62,977.63,0.3,37.82,104.59,0.57
